"","precision","recall","model"
"649",1,0.00873485868102288,"VBASS"
"650",1,0.00874831763122476,"VBASS"
"651",1,0.00876177658142665,"VBASS"
"652",1,0.00877523553162853,"VBASS"
"653",1,0.00878869448183042,"VBASS"
"654",1,0.0088021534320323,"VBASS"
"655",1,0.00881561238223419,"VBASS"
"656",1,0.00882907133243607,"VBASS"
"657",1,0.00884253028263795,"VBASS"
"658",1,0.00885598923283984,"VBASS"
"659",1,0.00886944818304172,"VBASS"
"660",1,0.00888290713324361,"VBASS"
"661",1,0.00889636608344549,"VBASS"
"662",1,0.00890982503364738,"VBASS"
