"","PC0","PC1","PC2","training.label","louvain.clust","k.means.clust","log_pi","posterior.label"
"PARP14",0.281398046470534,-0.37202039147057,-0.135925120954188,NA,"0","1",-3.3019357,NA
"TUBGCP3",-0.366168560053761,-0.357490186759997,-0.215502051538233,NA,"0","1",-3.324021,NA
"KNL1",0.638504667694074,0.50410802819536,-0.441640042055857,NA,"0","3",-3.4130151,NA
"DDHD1",-0.0582806956882864,0.107014284041459,0.234642454456011,NA,"0","1",-3.1741383,NA
"ZNF609",-1.60907268280644,0.725805816424212,0.148732783025002,NA,"0","1",-2.9688869,NA
"CMTR1",0.148011127705796,-0.135182124182736,-0.109177731638206,NA,"0","1",-3.4404714,NA
"EML1",-0.732597417363874,-0.616703764383061,-0.129653929362855,NA,"0","1",-3.4393182,NA
"KLHL20",-0.259415437688225,0.145140594208751,-0.0590414648701268,NA,"0","1",-3.2635906,NA
"XAB2",0.283014903156798,-0.564270195975959,-0.0487285375962292,NA,"0","1",-3.393582,NA
"ALAS1",-0.773047527196783,-0.745672408201899,-0.0263334404125695,NA,"0","1",-3.5191605,NA
"ADAM22",0.217400393884026,-0.036948087633366,0.480054012091041,NA,"0","2",-3.1369393,NA
"INVS",0.893185029116282,0.0624881000838704,-0.1172157119395,NA,"0","1",-3.2655327,NA
"VWA5B1",1.33515354087186,0.189806730074589,0.00373085940870715,NA,"0","1",-3.3101962,NA
"RAPGEF1",-0.421593561256606,-0.28154906753991,0.134039302672715,NA,"0","1",-3.3577678,NA
"BCR",-0.480960438925902,-0.0101442432304658,0.123147642811091,NA,"0","1",-3.2648768,NA
"GPSM2",0.374325828266615,0.732549307344974,-0.39487641883675,NA,"0","3",-3.2470744,NA
"SLC26A6",0.798111598025824,-0.0763221242392111,-0.047944594733569,NA,"0","1",-3.5215693,NA
"POLR1B",0.387767233833945,-0.305605209751866,0.0421105655605689,NA,"0","1",-3.4522262,NA
"MEGF6",0.836952140714783,-0.0343893956160801,0.0595470635319963,NA,"0","1",-3.5672767,NA
"ZNF568",0.116048777048087,-0.223047667063698,0.113891219878922,NA,"0","1",-3.6261382,NA
"NAA25",-0.631964617750568,0.148674574528745,0.121655194327821,NA,"0","1",-3.3692446,NA
"TAP2",1.24743882992973,0.118178259132216,0.0645410122361559,NA,"0","1",-3.4251194,NA
"SEMA6D",-0.915167967360157,0.473187688717974,1.17548577645625,NA,"0","2",-3.2532494,NA
"TRIM33",-2.30130918965285,0.567613690227658,0.521195732490491,NA,"0","2",-3.2815924,NA
"TJP3",1.35992382731734,0.169837683095133,-0.0134978222081184,NA,"0","1",-3.4737356,NA
"GPI",-3.2856207249493,-0.355035658998191,0.266634176313972,NA,"0","1",-3.1478198,NA
"NFATC3",-0.0462475387576183,0.309764846815683,-0.26239791233967,NA,"0","3",-3.2564533,NA
"TRIM3",0.507051968186342,-0.274358131802427,0.152485207282817,NA,"0","1",-3.4060981,NA
"NEFH",1.13193891514073,0.138539347589096,0.022418832448721,NA,"0","1",-3.444964,NA
"ACTL6B",-0.932488221287886,-1.15046338137283,0.348175608929727,NA,"0","2",-3.3591933,NA
"NAV1",-2.959306181583,-0.466395547138406,1.15347537888033,NA,"0","2",-3.0071893,NA
"VPS35",-3.99442023677303,0.729040046590098,-0.272677364192151,NA,"0","3",-3.2752135,NA
"EPB41L4A",-0.102927844977229,-0.234541597119142,0.0318702976051565,NA,"0","1",-3.4003284,NA
"ANKRD36C",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"LDLR",-2.16867749511842,0.292771218918676,-0.324478387781033,NA,"0","3",-3.149236,NA
"HFM1",0.577322754850971,0.143161368802747,-0.0666925880175509,NA,"0","1",-3.387199,NA
"NSMAF",0.180529321785039,-0.224981108490568,0.0963135047183224,NA,"0","1",-3.4703689,NA
"TGFBI",1.12588975990079,0.0277541765085038,-0.118339335580087,NA,"0","1",-3.2019894,NA
"MAP2",-6.45466347102161,1.39213414614966,1.06370027078151,NA,"0","2",-3.1861124,NA
"FGD5",1.12964460547827,0.259547593042258,-0.0209957086302344,NA,"0","1",-3.6724148,NA
"RBMXL3",1.37921224617228,0.153812707533248,-0.017999801066503,NA,"0","1",-3.3919642,NA
"TDRD3",0.06578945269891,-0.150416041757157,0.0791442864565023,NA,"0","1",-3.4399402,NA
"CASKIN2",0.678545006077138,0.32435064210761,-0.260136606886088,NA,"0","3",-3.6938095,NA
"EXPH5",0.712301206275113,-0.323421075793938,-0.0886186943927577,NA,"0","1",-3.4462957,NA
"DLG3",-0.595841099907198,0.15982596830596,0.450395189073993,NA,"0","2",-3.0819905,NA
"CLSPN",-0.674091516598053,0.400398947855606,-0.756525379967441,NA,"0","3",-3.3011503,NA
"LOXL3",0.614868807270574,0.122632451118076,-0.187185173016629,NA,"0","1",-3.7457652,NA
"PDE9A",-0.310999329768092,-0.279277862373556,-0.0955074040194238,NA,"0","1",-3.1834116,NA
"PDE8A",0.783853682769957,0.0904795641100121,-0.077495419185617,NA,"0","1",-3.5111525,NA
"GNPTAB",-1.12038620549887,-0.492283636996514,0.987500660328964,NA,"0","2",-2.9549084,NA
"ESYT3",1.34363694504123,0.15495871240533,0.0250632221728585,NA,"0","1",-3.3981473,NA
"CFAP61",1.20583544082671,0.246502834934741,-0.0273221029381042,NA,"0","1",-3.6676824,NA
"TEX2",0.437560699482748,-0.0233156514287224,0.265072174987653,"Non-Risk","0","1",-3.527074,NA
"C2CD5",-1.47649780336727,0.308369669929693,0.561277457443942,NA,"0","2",-3.2782426,NA
"MYBPC2",1.34735059688052,0.184453981419961,0.0121701660672164,NA,"0","1",-3.4099329,NA
"FGD1",-0.43273238677686,-0.463521657592267,0.0596259142928528,NA,"0","1",-3.1771326,NA
"CUBN",1.09512131313368,0.198746902113855,-0.0129134496416932,NA,"0","1",-3.642126,NA
"ARHGAP29",0.785212870762042,0.498227525190754,-0.224149970128479,NA,"0","1",-3.1607063,NA
"ADGRA2",1.1979136043931,0.248911960261162,-0.112137966421572,NA,"0","1",-3.4718606,NA
"ATG9B",0.824681836526426,0.00852238985607075,0.0844000573886619,NA,"0","1",-3.628464,NA
"CCDC18",0.0643800406513193,0.0525049499252028,-0.496407906087803,NA,"0","3",-3.3971107,NA
"LPIN3",1.14930222800469,-0.00535005428091828,-0.0427217536892568,NA,"0","1",-3.2529893,NA
"PPP1R9A",-2.05016244484934,0.162067865161437,0.547112402325112,NA,"0","2",-3.214937,NA
"NID1",0.764964771500971,0.248137629276071,-0.244854711418969,NA,"0","3",-3.488715,NA
"EIF4ENIF1",-0.0699259248232218,-0.0157070683476073,0.312381871741103,NA,"0","2",-3.3049927,NA
"CACNB1",-0.145315712088688,-0.500965511753906,0.15788478449377,NA,"0","1",-3.40747,NA
"MTHFD1",-0.736501517290689,-0.658251082470962,-0.425121739260259,NA,"0","3",-3.295802,NA
"MATN4",1.13018210581595,-0.0671963824908797,-0.00391305674506725,NA,"0","1",-3.4856522,NA
"USP48",-0.898156186970783,-0.0181285829653498,0.239197173183357,NA,"0","1",-3.402535,NA
"ADGRG4",1.36321129813461,0.156898198274828,-0.0092585925050047,NA,"0","1",-3.3523512,NA
"AGO4",-0.954100444272284,-0.071878588004999,0.505149986884999,NA,"0","2",-3.0905867,NA
"TAP1",1.1380811332068,0.0312906467101579,0.00145929022228948,NA,"0","1",-3.6541395,NA
"KPNB1",-3.62469096555795,1.26335287669556,-0.431436110482184,NA,"0","3",-3.2154062,NA
"DTNA",-0.802867663001092,0.710799179412842,0.00850438602703264,NA,"0","1",-3.2848427,NA
"TTLL7",-0.399973481260064,-0.0875637098139898,0.348776432679511,NA,"0","2",-3.2256787,NA
"ALDH16A1",0.603970678048714,-0.246631558255448,-0.190941080780637,NA,"0","1",-3.5496192,NA
"SRCIN1",-0.60452904001067,-0.120800651427764,1.11374500083845,NA,"0","2",-3.0797687,NA
"DDX27",-1.57453097662539,-0.0132197428357079,-0.220860781465318,NA,"0","1",-3.4264255,NA
"STAT1",0.11859078098961,0.00316803984656128,-0.155228754466706,NA,"0","1",-3.3716857,NA
"SORBS2",-2.07289027406237,-0.201697329963258,0.41666674422585,NA,"0","2",-3.213733,NA
"SGSM1",0.711180614337796,0.0172251236043324,0.329794876319884,NA,"0","2",-3.1964676,NA
"LLGL1",-0.245610234702166,0.817310588785576,-0.272916131949951,NA,"0","3",-3.3480146,NA
"CDH2",-4.85600076888142,1.39600027072131,0.0314624395702146,NA,"0","1",-3.1462076,NA
"USP40",0.29071098040356,0.107424429219358,-0.0651362700677991,NA,"0","1",-3.3729784,NA
"ABCC8",0.972981431446669,-0.0107284754516695,0.175903120935986,NA,"0","1",-2.821003,NA
"ASTN1",-0.771485077545132,-0.40487310625239,0.292107114516853,NA,"0","2",-3.3602724,NA
"BIRC6",-2.05052023752773,0.413621320657451,0.468484243308973,NA,"0","2",-3.0942621,NA
"ELP2",-0.666550127879984,-0.283711269532082,-0.244454800489229,NA,"0","3",-3.5044467,NA
"VAV2",-0.260867506886095,-0.218100203741559,0.347697489905003,NA,"0","2",-3.2340107,NA
"UHRF1BP1L",0.0588039892621546,0.0426474721946695,0.240375568433715,NA,"0","1",-3.1332836,NA
"BCKDHA",-1.16862726202488,-1.26532054001428,-0.200457231418351,NA,"0","1",-3.29573,NA
"KTN1",-4.18720465090833,0.0869523144769768,-0.119327871298822,NA,"0","1",-3.1620312,NA
"TTLL4",0.688332133855426,0.00732402570481959,-0.0649276377332852,NA,"0","1",-3.486943,NA
"NDUFS2",-3.91182099654246,-0.208309244892723,-0.0477181078525906,NA,"0","1",-3.4029973,NA
"H6PD",-0.201788122525521,-0.315852092016679,0.00779182692195097,NA,"0","1",-3.2919958,NA
"KIF26B",1.0567173263815,0.253736583352074,0.17577506126338,NA,"0","1",-3.058825,NA
"RABGAP1L",-0.661381834628872,0.0629864784533664,0.62788329478351,NA,"0","2",-3.2525299,NA
"CNTLN",-0.72895366967991,-0.338273122933895,-0.309628712345298,NA,"0","3",-3.2534714,NA
"ITGAD",1.36556800964012,0.161067613972039,-0.0178386156910029,NA,"0","1",-3.3772566,NA
"C6",1.35384080790434,0.1643723773513,-0.000130065540860728,NA,"0","1",-3.4706497,NA
"GIT1",-0.921097255729673,-0.684238792345718,0.29834990978724,NA,"0","2",-3.209204,NA
"HIPK1",-1.42600029146555,0.204446708369607,0.199582907704269,NA,"0","1",-3.1373448,NA
"QARS",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"COL17A1",1.31240195845704,0.124253086751133,-0.0162380101621243,NA,"0","1",-3.2619843,NA
"IKBKB",0.104503617815689,-0.509245264119958,0.142724001770575,NA,"0","1",-3.5130563,NA
"BRWD1",-3.16910522105963,0.182986153915869,0.734012005976459,NA,"0","2",-3.1680858,NA
"ZNF521",-0.533798937034375,1.47148922873687,0.0387231887714168,NA,"0","1",-3.3202496,NA
"FNIP1",-0.0887895492958252,-0.229638375901101,0.286869123220786,NA,"0","2",-3.5810618,NA
"AP3D1",-2.13582551496826,0.0728792850776085,0.188704163853648,NA,"0","1",-3.098669,NA
"GLB1",-0.131010741982876,-0.330228241082692,-0.153342236931335,NA,"0","1",-3.4909608,NA
"PTPN6",1.03870320863705,-0.157046725621316,0.0674209799724295,NA,"0","1",-3.4399605,NA
"CRYBG2",1.31389881012899,0.144455764479636,0.014594541025725,NA,"0","1",-3.4834907,NA
"POP1",0.552042718421074,-0.0700097609450087,-0.0106905838703877,NA,"0","1",-3.6554544,NA
"SCAF4",-0.183365568658337,-0.261533877925361,-0.0466156641691409,NA,"0","1",-3.236676,NA
"DDX42",-1.61996409948058,0.497550535662884,0.320093043266067,NA,"0","2",-3.3143394,NA
"ABCD4",-0.928199771936959,-0.579081371484916,0.105676789182542,NA,"0","1",-3.364695,NA
"FMN1",1.12135103242892,-0.013999759920878,-0.000835438986170115,NA,"0","1",-3.550784,NA
"CDHR2",1.15127317661636,-0.0706965262880363,0.0174379956539653,NA,"0","1",-3.4507933,NA
"HERC4",-0.894863600053315,-0.281627107352687,0.145179028288563,NA,"0","1",-3.440361,NA
"ANKRD17",-2.40170226697971,0.331891159041456,0.393747093229788,NA,"0","2",-3.281427,NA
"QSER1",-1.68944564084275,0.484469507004517,0.309745259599057,NA,"0","2",-3.1562474,NA
"HIPK2",-3.71540352856899,1.87120607007699,0.523092325509376,NA,"0","2",-3.1653824,NA
"FBXW7",-1.64067582602384,0.103397121497573,0.554601051883961,NA,"0","2",-3.4192023,NA
"ADARB2",0.978679602777382,0.239823088972873,0.373772320184322,NA,"0","2",-3.4289038,NA
"DHX30",-2.3749112052401,-0.504133821616747,-0.391080404902641,NA,"0","3",-3.40031,NA
"SAMD9L",1.24962355192736,0.0780331190684822,-0.000989304678975596,NA,"0","1",-3.6448848,NA
"PTPN13",-0.272045973288676,0.45333023091996,-0.0375088901445976,NA,"0","1",-3.1945157,NA
"MCM3",-0.669284363518871,-0.0860636931937284,-0.873392133374137,NA,"0","3",-3.3131015,NA
"QRICH2",0.890874640791856,-0.248186850075931,0.0772936140830769,NA,"0","1",-3.6631763,NA
"ACADVL",-1.91251028819981,-0.680785645561088,0.0283550946792774,NA,"0","1",-3.368826,NA
"EIF3A",-4.05103999028911,0.80858989648232,0.0760817568482477,NA,"0","1",-3.2580833,NA
"MCTP1",0.477775188514616,-0.266526064843602,-0.0342876735524872,NA,"0","1",-3.2710204,NA
"HLTF",-2.80018052992377,0.804640535716122,0.214878470352157,NA,"0","1",-3.345967,NA
"NUP133",-0.688687768596734,-0.183881919373709,0.0291492680585009,NA,"0","1",-3.3522847,NA
"TARBP1",-0.693733272952578,-0.356486135114221,0.503088841183802,NA,"0","2",-3.2353559,NA
"PPFIA3",0.200612294534787,-0.521263513424277,0.208662976530513,NA,"0","1",-3.3154688,NA
"RIPOR1",-0.573394141232579,-0.298781218800153,0.317499702074997,NA,"0","2",-3.3897176,NA
"GRM6",0.952808516805244,-0.265168003115987,-0.00299865325875531,NA,"0","1",-3.630127,NA
"SEMA3F",0.667606629424414,-0.202981661589753,0.23309582372043,NA,"0","1",-3.2766018,NA
"KIF4B",1.06503528237403,0.465231129478611,-0.20956154927244,NA,"0","1",-3.3457785,NA
"AP3B2",-0.299656177649824,-0.772111590531265,0.189437204596979,NA,"0","1",-3.342327,NA
"CACNA1C",0.540052877359903,0.117437238541085,0.425819671701691,NA,"0","2",-3.5277653,NA
"PKP4",-0.192758323531662,-0.0116327184241607,0.040173546881769,NA,"0","1",-3.341702,NA
"CUL5",-1.8644781214867,-0.423191624127472,0.201505026715802,NA,"0","1",-3.3172562,NA
"RFC1",-2.1233459561165,0.352923245718737,-0.486989682807491,NA,"0","3",-3.2534885,NA
"OSBP2",0.680310493603086,-0.0957183412721883,0.160522930215354,NA,"0","1",-3.2344391,NA
"IPO13",0.136182574849095,0.00820249108347095,0.0443930597113051,NA,"0","1",-3.4940934,NA
"RGS3",0.102949806376265,0.0453549167416973,-0.402560291782853,NA,"0","3",-3.560454,NA
"CAND2",0.705798699041126,-0.174864814603987,0.0956225681275574,NA,"0","1",-3.3040836,NA
"OPLAH",1.18308978013444,0.0280909368505522,-0.00877473848863088,NA,"0","1",-3.5492156,NA
"NDST2",0.730526368202692,-0.0336246194303186,0.0884866248279955,NA,"0","1",-3.6034815,NA
"SIK2",0.629394908472289,0.0915205179377347,0.00451846002539071,NA,"0","1",-3.579998,NA
"WDR7",0.113343385029117,0.0838253176432122,0.409576606732087,NA,"0","2",-3.2874997,NA
"GALC",-0.171772563369162,0.20608542153529,-0.0693731652002206,NA,"0","1",-3.484658,NA
"DIS3L2",0.277141914659817,-0.0903375756073935,-0.0593696975752388,NA,"0","1",-3.5217378,NA
"TMC2",1.17545131951742,0.0485764162472857,0.0283535480461798,NA,"0","1",-3.5562286,NA
"OSBPL6",-0.0312727698030291,0.0451789036893634,0.474197547908498,NA,"0","2",-3.1692693,NA
"MUSK",1.37653020282592,0.150552389950805,-0.0146019438035642,NA,"0","1",-3.4460254,NA
"ERN1",1.31256748032878,0.158818409072106,-0.00643955985400888,NA,"0","1",-3.3584018,NA
"PPP1R12B",0.317299204415654,-0.715983642229137,0.0234797219581732,NA,"0","1",-3.2147682,NA
"HIPK3",-0.201729408773313,-0.0618683415290837,0.154951617278714,NA,"0","1",-3.1393433,NA
"PDE8B",0.529022626639159,0.053768676736775,-0.117944698713094,NA,"0","1",-3.5053935,NA
"CAPN7",-0.229495442912285,-0.164059039897721,0.0448922665052519,NA,"0","1",-3.2609897,NA
"CHRD",1.0912952897034,0.192329312209577,0.0664659615010152,NA,"0","1",-3.6380584,NA
"SLC20A2",0.319775389448601,0.206609669006643,-0.0108365005848127,NA,"0","1",-3.2904053,NA
"TECPR2",0.147909854838597,-0.0292903553156448,0.0565949874780272,NA,"0","1",-3.2691662,NA
"TNIK",-0.517399673887045,-0.0816533418875834,0.356294980265133,NA,"0","2",-3.175746,NA
"DES",1.38061242600213,0.155348853407353,-0.017605442356705,NA,"0","1",-3.3993218,NA
"OSBPL1A",-0.190106426206795,0.127509759054099,0.151971953999418,NA,"0","1",-3.3578522,NA
"PRKCH",1.1850208166627,0.174702203077209,-0.0801914791287329,NA,"0","1",-3.4947958,NA
"ARHGAP45",0.980854746084735,-0.184497160095552,0.000803144541292194,NA,"0","1",-3.4208283,NA
"SHROOM2",0.110370783068659,0.30012294573061,0.723838118207555,NA,"0","2",-3.2256541,NA
"CENPE",-0.235702687316349,0.393737742240452,-0.704453297932577,NA,"0","3",-3.372404,NA
"AFF1",0.591315056098533,0.0433745499099612,-0.0275703757264986,NA,"0","1",-3.461368,NA
"IQSEC1",-0.857299005210765,0.567618754773607,0.316323492057169,NA,"0","2",-3.255021,NA
"PRRC2A",-0.273952146082283,-1.41507203524198,-0.0536389854938634,NA,"0","1",-3.377953,NA
"LARP1",-3.13340774305714,0.580476256852049,0.643213681517197,NA,"0","2",-3.3091512,NA
"XIRP1",1.37947365530227,0.157884627188171,-0.0190150478753657,NA,"1","1",-3.3964114,NA
"TTC17",-1.79738987590192,-0.302168474394647,-0.00945394656946963,NA,"0","1",-3.363886,NA
"IRS1",-0.306934682827425,0.680697261689643,0.0796970672286791,NA,"0","1",-3.4231923,NA
"AGBL5",0.286183659494571,-0.0193950315155975,-0.093543440552191,NA,"0","1",-3.4037943,NA
"PPFIBP1",-0.401883676249074,-0.369526289646495,0.133822240881434,NA,"0","1",-3.093891,NA
"NWD1",0.703903205495943,-0.346600512045595,0.0102445444438107,NA,"0","1",-3.4447355,NA
"PCCB",-0.428579011179134,-0.347800886199012,-0.406560263425856,NA,"0","3",-3.5413334,NA
"PLA2G6",0.700622383215026,-0.273484444800162,-0.0667526068998636,NA,"0","1",-3.5841954,NA
"SMARCAL1",0.0492397229743872,-0.269194476188221,-0.0716809334006983,NA,"0","1",-3.44754,NA
"FHAD1",1.23620086047548,0.218191179650758,-0.0556752598904371,NA,"0","1",-3.665135,NA
"ATAD5",-0.377527565755269,0.0253340574701215,-0.321125936567405,NA,"0","3",-3.2489848,NA
"PAXBP1",-1.39098838988188,0.275948864155481,0.184461051497676,NA,"0","1",-3.2285368,NA
"TNPO1",-3.08530374908767,0.835008308903863,0.280732355124689,NA,"0","2",-3.1652906,NA
"MPRIP",-1.72960101920508,0.187461928644113,0.411014437239175,NA,"0","2",-3.100448,NA
"TRIO",-0.288118859951657,0.0659607168747092,0.457245129852481,NA,"0","2",-3.4472284,NA
"HMGCR",-4.35128808314114,1.25563925320347,0.553909180360179,NA,"0","2",-3.1366806,NA
"TMEM131L",-0.075427896982371,-0.161871792994011,-0.0602821682222259,NA,"0","1",-3.2397168,NA
"LRRFIP2",-1.16215697278345,-0.124360572662137,-0.0427388178564404,NA,"0","1",-3.398193,NA
"LRIG1",-0.389743375665253,0.673764800888176,-0.353548460728343,NA,"0","3",-3.161056,NA
"TAF1L",1.23494064506755,0.28425207619438,-0.0300517424207069,NA,"0","1",-3.5658932,NA
"CARD11",1.23130738642389,0.0534498104770656,0.0806748082575215,NA,"0","1",-3.539406,NA
"SMG8",0.279776879075327,-0.27238631646397,0.0336395690085349,NA,"0","1",-3.2900305,NA
"CWC22",-0.491764242995617,0.032869818313462,-0.12320662517666,NA,"0","1",-3.3520865,NA
"EFCAB5",1.07481142314021,0.0613673392692928,0.00860283076821113,NA,"0","1",-3.1354241,NA
"GARS",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"ARID4A",-2.93512130695027,-0.480297106263326,0.7577622782211,NA,"0","2",-3.103266,NA
"ABLIM1",-1.22663417764913,0.486543798095312,0.491602213056051,NA,"0","2",-3.2989008,NA
"HEATR6",0.183285467347884,0.278212588049984,-0.0816201387875205,NA,"0","1",-3.3492954,NA
"CR2",1.35546697090859,0.181082097836536,-0.0290612478060864,NA,"0","1",-3.4722352,NA
"CLIP2",-1.1182736811769,-0.689038580058154,0.179210157910765,NA,"0","1",-3.2806418,NA
"GOLGB1",-2.66654505317485,0.249062506302474,0.272011846593807,NA,"0","1",-3.1665554,NA
"EPC1",-2.98425181011305,0.923657007539505,0.586749997173353,NA,"0","2",-3.2312374,NA
"ANKRD52",0.480799278249432,0.269044154355985,0.250369508855119,NA,"0","1",-3.2967894,NA
"POLD1",0.141796697693721,-0.0843218339465287,-0.578248130359035,NA,"0","3",-3.3760397,NA
"GREB1L",1.0809092230875,0.393598425919905,0.153913011938425,NA,"0","1",-3.562199,NA
"SLC26A9",1.35429191182607,0.180022991359216,0.014839550369557,NA,"0","1",-3.425763,NA
"REV1",-0.923808920134642,0.156190939470113,0.454974678196703,NA,"0","2",-3.1453931,NA
"SKOR2",1.364094521317,0.170366322171815,-0.00951261518846858,NA,"0","1",-3.4728901,NA
"NHSL1",-1.54962322275647,-0.960720521870834,-0.318154670521062,NA,"0","3",-3.3826451,NA
"KCNH8",0.297658363903966,0.296658510560965,0.287209983927388,NA,"0","2",-3.3534417,NA
"LRP12",-0.516481118605344,-0.302331255248305,0.263259451965801,NA,"0","1",-3.2088618,NA
"PDE1C",0.908920817634649,-0.10949867637413,-0.0143284541266736,NA,"0","1",-3.5250804,NA
"POMT2",0.334863009025247,0.260092684018811,0.0661193130915695,NA,"0","1",-3.273231,NA
"KIF20A",0.272691724885195,0.560695330892495,-0.765178875808026,NA,"0","3",-3.3020177,NA
"PLEKHG5",-0.00769921929310951,0.462153186297095,0.476289215172572,NA,"0","2",-3.2534347,NA
"FER1L6",1.35700102300512,0.169975658354831,0.00614059843955865,NA,"0","1",-3.551682,NA
"NYNRIN",-0.3506508744467,-0.447908234038333,0.211054373011104,NA,"0","1",-3.2006204,NA
"DNAH2",1.22038571708478,0.165352174781038,0.0038188881598676,NA,"0","1",-3.1289651,NA
"DISP2",0.936498767621246,0.0327681386527385,0.121641855264962,NA,"0","1",-3.324525,NA
"ZNF451",-2.40245543526613,0.0287811679168009,0.335882192184955,NA,"0","2",-3.2671428,NA
"EXOC6B",0.992611713818802,0.0856994610568228,0.0879692059196955,NA,"0","1",-3.5741408,NA
"NOTCH4",0.466952333630051,-0.168453451390992,-0.0952957029373627,NA,"0","1",-3.6074638,NA
"ASTN2",0.0567498723142599,-0.192027263383903,0.0766706088688588,NA,"0","1",-3.338097,NA
"OCRL",0.0627970085538146,0.285740256659363,0.417508334536244,NA,"0","2",-3.3197603,NA
"ANKRD28",-0.456606069818259,-0.249190577812384,0.253813532240696,NA,"0","1",-3.5655317,NA
"MICAL1",-1.76408549136131,-0.919934906796414,0.215233535400567,NA,"0","1",-3.2701445,NA
"SGSH",0.950008024033974,0.000373614081263317,-0.0916015400119872,NA,"0","1",-3.675649,NA
"XPO6",-0.689643625135745,-0.242491260989402,0.204811929615175,NA,"0","1",-3.1703923,NA
"PAX7",1.28802223070146,0.240790030985545,0.045085824025046,NA,"0","1",-3.1121764,NA
"BCORL1",0.395071976639422,0.252424657258056,0.130186766165501,NA,"0","1",-3.3582711,NA
"EMC1",-0.605753412224944,-0.09899494617504,0.204972849078176,NA,"0","1",-3.3823729,NA
"RC3H1",-1.86257588178831,-1.02133142293787,0.41372467997878,NA,"0","2",-3.2515492,NA
"NCAN",-3.5826618981702,-0.119217389640089,1.15846450679197,NA,"0","2",-3.1385136,NA
"SOGA1",-1.21454753661389,-0.522818941791564,0.434114606728859,NA,"0","2",-3.2828357,NA
"NDUFS1",-1.59637548560834,0.056146291087862,-0.0207659747234855,NA,"0","1",-3.4642978,NA
"PLEKHG4",1.17296842097201,0.0765753777218969,-0.0324681501955917,NA,"0","1",-3.4342158,NA
"PHF14",-3.41285141126591,0.217037023544026,0.348561464079313,NA,"0","2",-3.2109153,NA
"CLCNKB",1.35214459127892,0.157691306817725,-0.0091752386833303,NA,"0","1",-3.4357967,NA
"RDX",-4.35458369216911,0.658915604439337,-0.186561923110783,NA,"0","1",-3.2258825,NA
"NFXL1",0.12995867239182,-0.0364298519731725,0.0985425287454155,NA,"0","1",-3.4313977,NA
"PPRC1",0.293726372567403,0.0580279897860733,0.0632488669629885,NA,"0","1",-3.3649251,NA
"ADAM19",0.710322197215311,-0.0359844862542403,0.0539186307960498,NA,"0","1",-3.4878922,NA
"MROH2A",1.37378660029778,0.14764051237687,-0.0134248004800906,NA,"0","1",-3.4465945,NA
"EPRS",1.38222327957382,0.156730027389058,-0.0174405042622946,NA,"1","1",-3.4103475,NA
"DHX15",-3.10069329425136,0.25367972808316,-0.38695002451437,"Non-Risk","0","3",-3.3927379,NA
"BTBD7",-0.632450702510707,0.109445621804225,0.32992733363693,NA,"0","2",-3.0659912,NA
"PTPRM",0.127903506633071,0.214276228732635,0.144547819831806,NA,"0","1",-3.2312238,NA
"DHX34",0.440991956566334,-0.227535170090889,0.0802719369879411,NA,"0","1",-3.1341124,NA
"CILP2",1.3549646467426,0.174137158049983,0.0212326132265876,NA,"0","1",-3.3664596,NA
"ITGAX",0.523309905727006,-0.666752205227959,0.0831599168559556,NA,"0","1",-3.5116472,NA
"ABCF2",-0.444547684430417,-0.341624401287104,-0.199627656376787,NA,"0","1",-3.5348632,NA
"MTMR11",1.14233888935422,0.0326462842280352,-0.0705180834493195,NA,"0","1",-3.4505923,NA
"MAP3K12",0.863391405490491,0.468256805819673,0.291258085879367,NA,"0","2",-3.6203527,NA
"C2orf16",1.31606975671325,0.149246619206235,0.0412839067635026,NA,"0","1",-3.3707535,NA
"ANKRD26",-0.987508844684314,0.583362822448214,0.264132453102451,NA,"0","1",-3.2376065,NA
"RP1",1.34999658894413,0.179713673576983,-0.00650783867262422,NA,"0","1",-3.5097756,NA
"FAM214A",0.0372785957655248,0.0793884007159688,0.259066835648867,NA,"0","1",-3.3884413,NA
"FZD1",0.187175547477728,0.850097055807352,-0.281411142767379,NA,"0","3",-3.5046244,NA
"RELCH",-0.162078662626677,-0.139729760727579,0.27683494943771,NA,"0","2",-3.5613458,NA
"KIF17",1.22232055284451,0.13238636365348,0.035949696795302,NA,"0","1",-3.5185688,NA
"ERC2",-0.694663694963106,0.297815053300725,1.07161447798675,NA,"0","2",-3.178598,NA
"ZNF646",0.751354718100409,0.0643521941002992,0.132578479338518,NA,"0","1",-3.4359996,NA
"NLRP3",1.11176514624143,-0.0773709423810113,0.038060075238319,NA,"0","1",-3.678594,NA
"FRMD4A",-2.14049300928536,0.383103848468001,0.905835693101092,NA,"0","2",-3.3116953,NA
"MON2",-0.921840412518989,-0.140663020466008,0.130665350404147,NA,"0","1",-3.2527845,NA
"NOTCH2",-0.257474949240183,0.0647488798574635,-0.386853838852783,NA,"0","3",-3.3742175,NA
"NADSYN1",0.517336041079773,-0.0708143415228354,-0.0940377747130509,NA,"0","1",-3.6132438,NA
"NCAM1",-5.61146097532308,1.12728086384512,1.45853939041933,NA,"0","2",-3.124721,NA
