"","pi"
"BTBD3",0.184311344765838
"COG7",0.0146243989882594
"KLHL4",0.0078975287886092
"PCARE",0.00350135298559515
"OSBP",0.125001745027447
"CNOT6L",0.0429118081804928
"KMT5C",0.00350135298559515
"KIAA1841",0.0531156384511442
"SRSF6",0.299045324214025
"FBXO30",0.0391113246082738
"NPHS2",0.00351021267690024
"ZBTB4",0.0419438395951387
"NAE1",0.0328868360868022
"MTSS1",0.0873195786851443
"AGXT",0.00350135298559515
"NCAM2",0.0139481258506985
"LYN",0.000796880111036434
"CYP4V2",0.00299731651075854
"TRAF6",0.0163979773355021
"CYP26A1",0.00139197809659698
"SLCO1C1",0.027776663600886
"PROM1",0.0170213643308844
"C12orf4",0.00231701552859917
"DDX49",0.000833820853494647
"PTPN9",0.00741451891084957
"THOC5",0.002851682735971
"DDX51",0.0188334460823182
"GP2",0.00435376127304603
"SMAD5",0.0571206732362194
"NEK11",0.00218207281319034
"KIF21B",0.447221193008322
"TAX1BP1",0.240727461767246
"IP6K2",0.230975421029107
"GAB2",0.0917276584605669
"RNF43",0.00355736838609699
"ACTBL2",0.00350381093308209
"GPT",0.00345918033603902
"HAUS5",0.00103021173353316
"SYTL1",0.00312420007723921
"BARD1",0.00918740254239227
"SGCA",0.00350135298559515
"C1orf112",0.0022392481504972
"PGM3",0.0260037537618216
"ACE2",0.00351909378984691
"PROM2",0.00615489255878558
"HSPA4L",0.00593402512950291
"FBXO41",0.0297973785406461
"PLS3",0.0527947618297793
"SLC22A6",0.0040112697196213
"SMARCA2",0.0222478240572799
"KMT2B",0.0316762613844179
"IL4I1",0.00189807940291722
"ECD",0.0266485505340443
"CDH18",0.0126370540046453
"ZBTB46",0.0153733615150803
"NR1I3",0.00362993993957121
"TBC1D30",0.0214679007018718
"CSTF2",0.00306800202689058
"OPRM1",0.000373844741844669
"PTPN12",0.358516560229783
"TMEM63A",0.00140410507389899
"COL18A1",0.0396481331941666
"TNK1",0.0028214872664961
"TULP3",0.00273770360448634
"ACTR3",0.17241759608336
"CDH16",0.00300421243617471
"SPICE1",0.00493715236712985
"ZNF804A",0.0114704218232197
"PTPN5",0.0044298486331035
"ZNF420",0.035248587470399
"TFAP2D",0.00296355721223533
"RXFP1",0.00343951558302696
"CATSPERB",0.00722716977112547
"ANKRD18A",0.0118355159323474
"PRMT7",0.00354487639927636
"TUBA3D",0.00362993993957121
"KIAA1614",0.00445676013630053
"ARHGAP28",0.00393608286281
"LRCH4",0.00362568270019991
"HAGHL",0.00378764860158514
"MFSD13A",0.00350135298559515
"MGAT4B",0.00681923757056944
"DDX25",0.00280145280938056
"CPEB1",0.0029343810884174
"KAT5",0.0423771478086126
"JAKMIP3",0.0115150150384926
"NACAD",0.0476606384002252
"PXDNL",0.00486800893452295
"CEP97",0.00809367691628916
"PICK1",0.0164370500685717
"MATN1",0.00363076003103013
"EMILIN2",0.00345120250730518
"BBS5",0.00314811321733266
"ACSM2A",0.00351021267690024
"IGDCC3",0.0770545869639278
"DDX47",0.00414275781168677
"ZP1",0.00388222787383019
"CFAP69",0.00486165908775474
"NT5E",0.01104697995872
"ZNF592",0.0162374912740577
"PDLIM7",0.00195208462411766
"ETV5",0.000889429074520974
"PGS1",0.00247440983546156
"PLEKHG2",0.0259553114533266
"PAK5",0.00350135298559515
"HPN",0.00350135298559515
"SIX6",0.00350135298559515
"RUBCNL",0.00350135298559515
"CYP4A11",0.00351031043374868
"ZYG11B",0.284253563827704
"MAPK8IP1",0.0317018356794724
"CATSPER4",0.00350135298559515
"FCRLB",0.00223014654956939
"MON1B",0.012646054318292
"EPHA6",0.00382303225369265
"PTGFRN",0.0397448948179982
"SLC25A24",0.00341344692030112
"DUSP13",0.00386174143704159
"ADAT1",0.0023701422885052
"FAM193A",0.0229972685640568
"ANKRD30A",0.00404710277169922
"CPNE6",0.00264995661757797
"MTUS2",0.0198992044744025
"TCP1",0.135206113215005
"YARS2",0.00281085357415594
"GJC2",0.00367709394100031
"SLC25A27",0.0261603190348275
"CHAT",0.0070129598133281
"CFAP52",0.00719831605884471
"NPR3",0.00347318815514249
"FAM129C",0.0079192366527128
"CEP126",0.00194611375202094
"MAMLD1",0.0073268652495829
"BCL6",0.0203472208674935
"ABHD18",0.00350135298559515
"VAX1",0.00369455505511977
"BRDT",0.00215475185550522
"ABI1",0.0143836683195996
"L2HGDH",0.00142217826670719
"WDPCP",0.00315193818052959
"KCNJ5",0.00192813258722732
"SRRM5",0.00287795430117704
"GOLGA1",0.0258986270653989
"KRT17",0.00337841084522305
"DET1",0.00239096903229131
"NMT2",0.00810478543750077
"KANK2",0.00874025459086335
"ABL1",0.0908293421471781
"PEAR1",0.00606899659544621
"UNC79",0.0455105285546106
"FAM20B",0.00414818271154649
"GBX2",0.00344505116555347
"MARS2",0.00411459810976792
"KRT8",0.00135292156591671
"SEC61A2",0.0205518320383302
"CLASP2",0.463524421293774
"SYCP1",0.00820586258051351
"CABP1",0.00312470741373936
"IL12RB1",0.00173451999298348
"ZP2",0.00390361802070612
"SLC44A1",0.0639053745099181
"SHMT1",0.00160490168821599
"KAT14",0.00350135298559515
"OSBPL11",0.0590440252772491
"NETO2",0.303307245409202
"CDH26",0.00338364524628996
"PCYT2",0.00985158005234368
"NARS2",0.00377679003046033
"ZCWPW1",0.00368540513748029
"TESK1",0.00274859366087106
"TTLL12",0.00485053632294336
"ADD3",0.0143785235203902
"ESF1",0.0753531438339198
"GEMIN4",0.0051850814729422
"CORO2A",0.0145135915391938
"GATA5",0.00370823359305557
"DDOST",0.000768727997831229
"P4HA1",0.0134307632306984
"CHTOP",0.0244566455252144
"ZDHHC17",0.277998526990875
"GPAT4",0.00350135298559515
"SLC24A2",0.00212405577098237
"RBCK1",0.0222268298141268
"TCHP",0.0358667883906603
"MAP3K11",0.00119744437443267
"CMIP",0.481370669084455
"CXXC1",0.00169401791001587
"RNF111",0.0611772741467013
"IDH1",0.124432580499299
"GLA",0.00820881400520749
"HDAC10",0.00401887584398374
"PCDHA5",0.00478128619344113
"PCDHA2",0.00383162795004962
"FRMPD2",0.00399934667610363
"PHGDH",0.00201194989541073
"VIPR2",0.00424584380934672
"DHX9",0.0429824643617042
"BICDL1",0.00350135298559515
"CENPC",0.00337790650430561
"CCP110",0.0276875971049457
"CEP89",0.000794401699607004
"MICU1",0.0481141100215583
"WNT4",0.00613886277865796
"TNFSF12",0.00221023767127395
"SNX19",0.0124314294222162
"SPAG1",0.00396918257132353
"KYAT1",0.00350135298559515
"ZBTB17",0.00171653378815416
"TUBA3E",0.00350135298559515
"MAP4",0.271965903190607
"GAD1",0.178400127098875
"COL3A1",0.0335213922687263
"LPP",0.00262964701806702
"PPIG",0.0704908196214705
"FCHO1",0.0130583505658044
"CASC1",0.00623109005151698
"RCC1",0.00338606355988745
"TNN",0.00383884823268073
"GNA14",0.00373316441579564
"OGG1",0.0035131820777271
"LMTK2",0.0544716365804107
"TLR9",0.00254246234779908
"LZTS2",0.00320265421625472
"GOT1",0.0699359423416708
"ALDOC",0.0106613986418527
"TASP1",0.00135706331711784
"TTC39C",0.00360151761612707
"NLRC5",0.00730819383404521
"PCDHGA7",0.002987189883558
"SERPINH1",0.0351753360608915
"ACSM2B",0.00812822232911305
"SOX7",0.00848809594323564
"BRAP",0.00714700600177007
"SLC26A2",0.0261142097560402
"RNF207",0.0100757029633622
"STS",0.00668202363981589
"CNOT10",0.00491257692394989
"BMP6",0.00436088366028003
"SEMA4F",0.00852013934567932
"CKMT2",0.00269998368681943
"GAB1",0.00961465913758587
"TTC39A",0.0033703497724815
"SLC7A6",0.0187068566707008
"CPOX",0.0134741945351805
"DSC2",0.00136111861980464
"SLC44A5",0.0280415582489224
"NAALADL1",0.0039947601336813
"TBC1D25",0.0273729018417119
"COASY",0.00569719593673668
"SLC4A1AP",0.00842324473384978
"ITIH3",0.00345961634809569
"TNS4",0.00363252603413687
"MASP2",0.0038053875153749
"PHKG1",0.0238226988883564
"ZNF546",0.00630617796696776
"NAGA",0.000595584887216156
"SHOX2",0.0130366134042167
"TGFBR2",0.00301072970159002
"PTPRS",0.0933051725115099
"SESTD1",0.484132520139611
"CPNE9",0.00396007943165639
"PPP1R12C",0.0100578426736498
"CES5A",0.00335332671670116
"ANKS3",0.009484949396245
"KANSL3",0.0769726681314554
"PPP1R16A",0.0130168158501816
"TGFBR3",0.0037673956885392
"ARHGAP35",0.390256627578217
"MAPK10",0.101317963336968
"CCDC15",0.00865116781414076
"ITPRID1",0.00350135298559515
"COG2",0.00282808456884498
"TRDN",0.00400662479630218
"CHFR",0.0331310378517656
"YARS",0.00204551398258828
"ALX4",0.00418185841606603
"GALNT13",0.0121630918856656
"CBLC",0.0035014017457877
"SACM1L",0.0532004208670328
"KBTBD8",0.00985473405335508
"DAGLB",0.000958481954568255
"IFFO1",0.00541111827064179
"PTPN1",0.0731963962936046
"LIMS2",0.00268962700781749
"GRAMD1C",0.00446049187990658
"MAPK7",0.00937840465227158
"TCTN3",0.00280546127851356
"KRT14",0.00547738330069751
"CCDC14",0.0364598672921928
"ITGAV",0.0025635089033673
"TYMP",0.00184205027751921
"NKX2-1",0.00364170250243753
"ZCCHC2",0.113081233550285
"RNF157",0.0445852705768767
"SOX8",0.0032730709091764
"JPH4",0.335548927300823
"ACTR10",0.132627991236439
"IQCN",0.00350135298559515
"CAMKK2",0.053713949836412
"HK1",0.0433587393352756
"CLN3",0.000938219086238283
"LIPC",0.00350135298559515
"PPP6R2",0.00649044874222475
"ANGPTL2",0.00366303313014599
"MSH3",0.0416190963575888
"XRCC5",0.42532530296175
"ZMYM1",0.00181864045787978
"SIMC1",0.00279965825028057
"ARNT2",0.443199608406536
"KRT83",0.00350135298559515
"GNA11",0.00682613147967618
"KRT12",0.00361248177823676
"PAOX",0.00338228589662556
"DPY19L1",0.0149908144994279
"IL6ST",0.0119487241680593
"RPS6KB1",0.122020133483229
"WNT3",0.00403910829819847
"KRT10",0.00975139874046093
"ZNF780B",0.122930852487856
"TSPEAR",0.0035458661391136
"RBM15B",0.14159141389403
"LGI2",0.00755826139273844
"INTS10",0.00193899709801016
"GNL1",0.00166792434444063
"GAS2L2",0.00774367502396729
"PLAA",0.0118227841927117
"TBC1D15",0.00628745154122183
"COL2A1",0.00137284630582103
"PDLIM5",0.0176915916112394
"AGAP1",0.408166752129971
"IDH2",0.000564526684112295
"PDHA1",0.0955592856636158
"KANSL2",0.0646602409629367
"MATR3",0.506946040609803
"DBN1",0.0643308442366889
"LNX1",0.00484002664790806
"CRTAC1",0.00423232549432353
"SNX9",0.00419786847283266
"CHRNA1",0.00725707342341521
"TNRC18",0.0895533252477844
"DMGDH",0.00359347919473154
"SLC37A3",0.0713427014358775
"GNA13",0.173388811546694
"CPSF3",0.0026636846116299
"SCARB1",0.00351481461985479
"ARMH3",0.00350135298559515
"GDF5",0.00260746023844142
"GPR155",0.00278215385101246
"VEPH1",0.0255602200265025
"POLA2",0.00207901954721631
"SEMA4C",0.0820414221936726
"KRT15",0.00350627052955135
"FDXR",0.00486152960307929
"HOXD3",0.00350135298559515
"ATP8A1",0.139409226995701
"HGD",0.00366936488604786
"CPNE5",0.00647550523226922
"ISY1",0.000985852617662588
"APPL1",0.118320798606867
"TUFM",0.00083325580245004
"CFP",0.00399242929536777
"RTKN2",0.00100746108927389
"SPATA31E1",0.00386174143704159
"PLRG1",0.0168299434894725
"TPTE2",0.00324999143004935
"P2RX2",0.00350135298559515
"PTCD1",0.00634667456606325
"PPP1R13L",0.00314840804235928
"ETF1",0.00826800490785482
"CASD1",0.188750299617745
"DOLK",0.00648167084215002
"TAF5L",0.0578821654147566
"SIAE",0.019106454731018
"KLHL30",0.00359060513225202
"SPIRE1",0.0141182094842193
"WDR33",0.0756208924941675
"ATE1",0.0377520050070612
"MAT1A",0.00361248177823676
"SLC7A9",0.00834731476623709
"RNF19A",0.265925035413748
"LTF",0.00682131355935108
"SLC30A9",0.00669481036801691
"CLIP4",0.00460231718871832
"EIF3L",0.369884220390848
"SLC22A4",0.00973579471974553
"CPNE2",0.00704224686591582
"PSMC1",0.10156109314141
"DDX58",0.0016294097899076
"USP47",0.353392189702246
"BICD2",0.0452853754009941
"ANKRD13B",0.00915986239703803
"ZNF227",0.00508429622918235
"RYK",0.0254670266769662
"FXR1",0.131425248929926
"PCDH20",0.00417723456939748
"NT5C1B",0.00349501536059436
"SYNE3",0.00360590196096818
"CCT2",0.323866098549798
"NEU1",0.000402336064499223
"GPT2",0.018197513738428
"CPEB3",0.271189952606131
"MOXD1",0.000844028547429746
"SELENOO",0.00350135298559515
"TPX2",0.0016899959191986
"PDZD2",0.0358702112947768
"ALG3",0.00134792943700329
"TMEM132D",0.00340784551522928
"PPP2R1B",0.00786190664866868
"DONSON",0.00763284756523492
"FNBP1L",0.495709879208613
"ADD1",0.242163143486575
"ANGEL2",0.00256592948035422
"ARHGEF12",0.498000797052978
"TXK",0.00274393503151815
"SEC23A",0.0400631387810048
"RAB11FIP1",0.00442467241158515
"POMGNT2",0.0204211130403709
"SNX25",0.0091453033836337
"CYP11A1",0.00246662438728443
"GPATCH2L",0.109773704428874
"PTGS2",0.00370857986209828
"NUGGC",0.00282003900120707
"PROX1",0.0601030789133209
"PAN3",0.00548344089985192
"SALL4",0.0218183595127628
"RAP1GAP",0.0232631031314452
"TMCO4",0.00400940473174845
"MAP7D1",0.374658766504729
"ZNF197",0.0501214177569768
"MGAT1",0.00149554226944715
"SORT1",0.0320632319999218
"RBMX",0.384260175973541
"ELMO3",0.0028029129796111
"SLC27A4",0.00294276201802121
"DSG2",0.00288747341534526
"SLC27A1",0.00173724414633971
"SH3RF1",0.123494065668576
"GLDN",0.00278607072969687
"TGFB1I1",0.00835038551414959
"TNNT2",0.00350135298559515
"STK4",0.00379045086007641
"ARHGAP17",0.00693021776571494
"CYP2R1",0.00549166303795281
"FAM126B",0.37243431356083
"LHX9",0.00379959861770819
"SLC12A6",0.0302683648729956
"SPIRE2",0.00408083013296345
"OSMR",0.00370011449737343
"MED17",0.00629464794312839
"F9",0.00350135298559515
"LARP4",0.0307652608671641
"DEF6",0.00168430279162984
"CCDC22",0.00153637980254544
"PAN2",0.0106516682445089
"KBTBD7",0.00664925550578995
"KIDINS220",0.496637050839719
"DEF8",0.0212140262734554
"GANC",0.00466172927256275
"KDM4A",0.0171335385275652
"FIGNL1",0.00441567733135166
"TMEM151B",0.00691258333065292
"DDX1",0.0667870864300966
"HDAC3",0.00774257897257091
"DEPDC1",0.004547905836797
"TMEM214",0.00293377903650456
"POLN",0.00268093107278001
"HOOK3",0.260018669534004
"PCDHAC1",0.00353692047280244
"USP10",0.0211388548538428
"PHF19",0.00208244447814656
"AMPH",0.0262485927815519
"WDR46",0.000852688642268202
"TFAP2E",0.0038753388344801
"MEP1A",0.00690496593243011
"A1CF",0.00455900926117328
"SLC15A1",0.00217098103268527
"FLAD1",0.00126313809070007
"SETD3",0.00155326442698591
"IFFO2",0.0239079763138415
"RUVBL1",0.00480372894832636
"SPTY2D1",0.00966149209869601
"SMC1A",0.0366910384966634
"ZNF804B",0.00917030677374557
"OTUD7B",0.0133488729541423
"DCLRE1C",0.00178853080013119
"WDR75",0.107127662570995
"EEF1D",0.00634587245968714
"TMEM132C",0.0112615912549447
"GNPAT",0.0230195097739756
"MICALL1",0.00912318387818552
"SYT16",0.00524846180010734
"DAZAP1",0.116345827813127
"MYCBPAP",0.00400572142902295
"NRBP2",0.179257268467733
"PPAN",0.00461890675732048
"TMEM245",0.0922798975877037
"PIDD1",0.0029485196474582
"DDX23",0.00389290944433116
"ARCN1",0.0159051034453719
"ROBO4",0.00445674398326006
"CLCA1",0.00350135298559515
"ESRP2",0.0035279963724462
"HHIPL2",0.00367533726437067
"CSF3R",7.52054720756734e-05
"GAREM1",0.00350135298559515
"LINGO1",0.337764711442524
"EFHB",0.0025979454246447
"TUBGCP2",0.00646199125695712
"GMDS",0.00220703331730438
"MLLT6",0.156336969306988
"GALNT1",0.141237480546386
"FEM1A",0.0234225958172878
"ZFC3H1",0.0356829873062175
"ANKRD6",0.0325662845309191
"GRK3",0.00350135298559515
"GRHL1",0.0100382858643546
"GRHL2",0.00348743245730664
"FHDC1",0.00644200306317618
"SRPK1",0.0596539614404758
"EZH2",0.00961571530775119
"SCFD1",0.00785548843930191
"PAPLN",0.00114093197998663
"SPAG16",0.0139327625775074
"DNAJC11",0.00758617114602732
"NUMBL",0.0222406736794486
"PELP1",0.0322069840639544
"PCDHGB4",0.395964709184347
"WEE1",0.0154311997339365
"CDK17",0.0538180917233768
"ADSSL1",0.00320750044171185
"GABRA5",0.0110890778018728
"MCMBP",0.0407181993411261
"OBSL1",0.0148562172188588
"CHRNB1",0.00522627311233489
"ZFP28",0.0146957794561351
"EXO1",0.00258946741295499
"ATP10D",0.0243571874389467
"HHIPL1",0.00406367806709568
"NCL",0.303979819897573
"RAI14",0.00309850488540356
"THNSL1",0.00307510110931883
"TRIP10",0.00332277004806803
"SGIP1",0.0712521818444374
"SAFB",0.0179763900853426
"SAFB2",0.0110063487537103
"ALDOA",0.00906111242562794
"IRF6",0.00779019754325181
"SH3BP2",0.00854027521835439
"PTPRD",0.295150717125734
"KLHL15",0.125204579497214
"ADGRE2",0.00358441880808444
"KIAA1755",0.00433982000808338
"PTPRT",0.126185433124584
"TIMM44",0.0111201430466846
"CRISPLD2",0.0047353431581062
"ARMC3",0.00232920621308769
"RUVBL2",0.001315075238638
"TMEM87A",0.0411261353283176
"ARPP21",0.00202270689906236
"ARHGEF15",0.00388995548148617
"SAMD4B",0.0171420589954209
"AIRE",0.00372722841744837
"MYB",0.0152190755509261
"PGM5",0.00387431794388337
"LIPG",0.00895097458871257
"KRT1",0.00383540003799185
"CSNK1G1",0.0369016672903385
"PKD2L2",0.00373734980408996
"ZNF827",0.00180735642370854
"LRRC41",0.00176411033254565
"ZNF532",0.236344644036222
"CHRNA3",0.00320738442038548
"AXDND1",0.00380580613209992
"ANKLE1",0.00767904438150871
"CASC3",0.0366745669245893
"IGSF10",0.00346448603833137
"ZNF445",0.0385172816682516
"FGD3",0.00406650010575023
"COQ8A",0.00350135298559515
"KBTBD12",0.00345356325659484
"PRKCSH",0.00133352533789912
"FOCAD",0.00353044728453889
"INTS3",0.0283745951176439
"ESPNL",0.00351021267690024
"NOX1",0.00356346657196646
"DUOX1",0.00169645807434905
"TDRD7",0.00861546826115007
"NLRP14",0.00893752692886855
"SETD1B",0.0106418473957381
"WDR24",0.00237517697302216
"TM9SF2",0.231304296410659
"TAF3",0.00392940138545362
"LMF2",0.00334714307393209
"MAP2K2",0.0034476374281107
"NGEF",0.00544555935125663
"MN1",0.114845379724498
"CYP4F22",0.00351909378984691
"RAPSN",0.00350135298559515
"TGM5",0.00351909378984691
"NELFB",0.00228271849816678
"LGR4",0.0192773456363815
"SOGA3",0.00770968843590768
"CPSF6",0.0392677943826524
"WWOX",0.00127822783308232
"RXRA",0.000969375681541859
"RBPJL",0.00350135298559515
"EPS8",0.0544081777028016
"PSD2",0.103256502416385
"SH3TC1",0.00175525284769577
"WIZ",0.0693617435513629
"CEBPZ",0.094150668433886
"OAT",0.140498103760186
"ARHGEF10",0.0070980426527279
"CCDC80",0.0177641387013856
"UROD",0.00302095908360558
"NOTUM",0.00340179576329089
"TPH1",0.00358441880808444
"NCKIPSD",0.00510978060566187
"ANKLE2",0.00501183532691411
"KCNV1",0.00389384553922494
"TAF1C",0.031711538111733
"NLRP6",0.00350135298559515
"AIFM3",0.00478449572689157
"SFSWAP",0.0446179813970563
"FAM160B1",0.0504650407375239
"ACTC1",0.00241534678451937
"TBC1D14",0.029236582956829
"OLFM2",0.0152920532444048
"TKTL1",0.00270360000308102
"SLC4A2",0.00230178491003789
"TXLNB",0.00245291900108866
"PCDHA3",0.00769635455801468
"SLCO2A1",0.00443039077737645
"ZNF341",0.00282342047134339
"CERS2",0.0144942824263521
"NEXN",0.0068024873688778
"IRX6",0.00386174143704159
"RBM12B",0.0216419237713175
"LRCH2",0.208420123601697
"KLHL24",0.224797582722252
"CYP27A1",0.00499091748160977
"CPEB4",0.478218286578563
"MED16",0.00170672904708538
"G2E3",0.0568930880859522
"MITF",0.00338584755684612
"AK5",0.0139844368793478
"WNT3A",0.00350135298559515
"ZNF432",0.00727562929296222
"THAP4",0.00725660579969052
"NR1H4",0.00388122093654269
"DPY19L4",0.00969814229600824
"SLC44A4",0.0034132698223184
"RGL2",0.000443375341400695
"SLF2",0.00350135298559515
"ZFYVE28",0.00332825527174168
"TUBA1B",0.510487367582824
"PGGHG",0.00350135298559515
"FIGN",0.041805805968911
"ARHGAP4",0.000953969496337865
"SLC34A2",0.00391436218252264
"NPNT",0.0201186227992138
"TAB2",0.000692816936027651
"HARS",0.00629779835947765
"NR1D2",0.0159455846293739
"LUZP1",0.015717751286357
"C8A",0.00335332671670116
"ZBED9",0.00297928487941383
"ACTG2",0.0038213381850111
"PGBD3",0.0041755196303973
"RIN3",0.00233166698720286
"SLC7A4",0.00376936439967289
"AGAP2",0.0244931553247419
"ATP5F1B",0.00350135298559515
"PDXDC1",0.0229950496195155
"CORIN",0.00415136939596461
"USP42",0.0591175471759278
"HGS",0.000497265800908552
"SNRNP70",0.00507135973572119
"XPO1",0.457309615798338
"RASGRP4",0.000951845292216619
"RABEP1",0.1805479484368
"F7",0.00363651960044076
"PHTF2",0.0121211523735219
"KCNJ8",0.0411926948363318
"PHLDB3",0.00363455469647873
"ARMC5",0.00757856943775833
"SP110",0.00139721672758363
"ASIC2",0.0157718239779388
"ARX",0.00130825096859054
"CCHCR1",0.00270414545733558
"MAP7",0.00504589883633242
"PRMT5",0.0479913755822075
"GABRG3",0.00598929336105296
"ZNF507",0.00639095919980977
"TM9SF3",0.0671836916127686
"PPARA",0.00226022366087515
"SCAPER",0.327317231763553
"CCDC30",0.00237132672070213
"SLC7A3",0.00458194657944331
"DNAJC7",0.128350094097825
"RABGGTA",0.00841514752127364
"WNT6",0.00350135298559515
"PCSK9",0.00710323706744503
"FAM20A",0.0299496265468134
"WNT10B",0.0147384804073592
"XPO5",0.054804983683046
"KCNJ14",0.00668282440390763
"PADI2",0.00452562302720959
"SLITRK3",0.0126599952613086
"SPRED1",0.0610539635724998
"AP4B1",0.00381038959772616
"ARHGAP11A",0.00135448132361746
"PPARGC1B",0.00738511831306307
"PTPDC1",0.0434672532091656
"ARID1A",0.327408107074499
"IFT81",0.0975920547525153
"GCKR",0.0035279963724462
"RGL1",0.0284830034748264
"RFWD3",0.00152272512845921
"UTP25",0.00350135298559515
"JADE1",0.0646815083430887
"CHDH",0.00271692599326199
"CCDC191",0.00350135298559515
"BRAT1",0.00107964974918883
"CAMK2B",0.275885184729412
"EPB42",0.00292577627382279
"COL8A1",0.00495582043282186
"PIWIL3",0.0035279963724462
"SLC3A2",0.00558416442208249
"EVI5",0.0296674820182275
"ABCG8",0.00350135298559515
"HDC",0.00350135298559515
"COL4A4",0.00478662043643795
"EVX1",0.00351021267690024
"SYNPO2L",0.006072221187639
"MFSD2A",0.00374696929591226
"ZRSR2",0.0130826372193642
"ATG16L1",0.00565516717474943
"VPS11",0.0217695057987291
"CEP95",0.0748826965943455
"HTR3A",0.00521066169613662
"PDCD6IP",0.0595896845934379
"ZNF280D",0.0622771258432471
"NOL8",0.00203722522290184
"XKR4",0.0554622625025229
"ASB2",0.00297467121897253
"INO80D",0.0831904589161365
"PRKN",0.00350135298559515
"ACOXL",0.00722764540432135
"TESK2",0.00353103635092588
"ATL1",0.0830577238220778
"ANKS6",0.00668381096833769
"ZSCAN20",0.00723175795406079
"PDE1A",0.00497102081510749
"HOOK2",0.0143561099002949
"SYNJ2",0.0107293581037884
"NOC3L",0.00617162004414611
"FKBP9",0.0073870696155491
"CDH11",0.207618667002363
"WASL",0.0318811742246242
"GNS",0.00202868002951696
"HEATR4",0.00423179620725131
"ARHGAP19-SLIT1",0.00885758189084761
"SEMA6B",0.0050590684272494
"SEPSECS",0.00418150402483827
"MPP3",0.0110125459687423
"ISYNA1",0.00158216011448419
"KLHL13",0.0549138108025613
"MELTF",0.00350135298559515
"BUB1",0.000823921683554827
"MCF2",0.018582759565603
"UFL1",0.00450701343951612
"PIGT",0.0078672363117361
"ARHGEF17",0.0366051298169965
"BRINP1",0.0386518900784368
"FRMD3",0.00986308631667191
"PPFIA1",0.07564534361056
"FECH",0.00199135609525311
"FAM171A1",0.200774714803449
"DAG1",0.00889456034530721
"SLC9C2",0.00405349040648604
"MIGA2",0.00350135298559515
"HEXB",0.0040468367238806
"FAH",0.00122738596902904
"WNT5B",0.00336682680795503
"RALGPS1",0.23370701742845
"GRIK5",0.0257693383860679
"RPL4",0.337442854414601
"GALNT4",0.0140737259704782
"PAFAH1B1",0.450344509692487
"EPAS1",0.0160969704873233
"KCNG4",0.00350135298559515
"POU2F2",0.31919812373589
"MMP2",0.00262000036279972
"ZMYND15",0.00189081622054125
"TUBA8",0.00622178796916434
"STK31",0.00430760583759599
"NR5A1",0.0035279963724462
"LMLN",0.046284249458966
"DDX24",0.361667900673167
"EMILIN1",0.00397639487874789
"ZNF14",0.00311145964666946
"EVI5L",0.00408641060465648
"FRK",0.00414623440817671
"EPS8L1",0.0173121438405439
"IDS",0.394447085292471
"DDHD2",0.0619163886100449
"ALDH18A1",0.0281882175973831
"KLHL9",0.404643283337209
"LHX6",0.00315119836440531
"ADGRF5",0.00355214659318749
"MAP3K4",0.00643740150578209
"DLL3",0.00582459049563684
"ZNF709",0.05158774001875
"RADIL",0.00325087361774752
"SOAT2",0.00351021267690024
"SETMAR",0.00133737591910826
"HBP1",0.0394976028657312
"CCDC39",0.00491883061318572
"FGGY",0.00206842834257082
"TULP2",0.0060657035764763
"SLU7",0.0923069198396017
"SYNPO",0.00354859308784864
"SSH3",0.00263931327635142
"NPHP1",0.00491522223142287
"SEZ6L2",0.410034559565886
"UBTF",0.0917048500807113
"E2F8",0.00277338451419642
"SEPT5",0.0150443649649402
"CCDC142",0.00956413171435328
"ANKRD50",0.148513387838493
"HS6ST2",0.0139030414331212
"ZBTB38",0.2680922189309
"STRBP",0.0708378147694958
"SENP1",0.00494139737714635
"AP5Z1",0.0687456655070709
"PLXNB1",0.0708785682408639
"ZNF512B",0.027891414965598
"DDB1",0.0377466897316971
"WASHC5",0.00350135298559515
"TMEM132B",0.293108994446929
"TWNK",0.00350135298559515
"WDR44",0.0110440302680332
"AMOTL2",0.0800187635907301
"ENOX1",0.0591941294079102
"TP53",0.000859104774037544
"CHPF",0.00603760001187016
"NLN",0.340941028923766
"VPS4B",0.168642303715997
"ACSF2",0.00278556125178399
"KCNA4",0.00361035320456077
"CTTN",0.133431473693557
"AHCY",0.00351402964250683
"RGS6",0.0262992894585385
"PCDHGB2",0.00350381093308209
"CACNB3",0.03544236085913
"VTN",0.00638866354455926
"PER3",0.00693501654144816
"ITGB7",0.00273540271688837
"PLCD3",0.00344552311446098
"MAP7D2",0.0106783941714218
"KLHL31",0.00353487535835358
"DCBLD2",0.208201002615773
"PIK3R2",0.0588595252573307
"TUBB1",0.00302195680949218
"ACSS3",0.00376039668887605
"RUFY2",0.205684135496341
"DSE",0.00781945076072345
"SF3A1",0.00590328057511003
"RXRG",0.00388565276447148
"ANAPC5",0.017557953254016
"ALPP",0.00355483341967133
"KLHL11",0.00200447175422282
"GLI1",0.00356228749978314
"TUBB4B",0.127924687942091
"RINT1",0.146926018846354
"ERMP1",0.0043025050209953
"ITGBL1",0.00290110968193221
"GSE1",0.296984669458506
"SLCO5A1",0.0241440525311562
"ZFR2",0.00198819603947718
"ZNF337",0.0375352642341526
"GRK6",0.00622051499332211
"KAT7",0.00540936029560832
"FGFR3",0.0144509633078627
"APBA1",0.0396180679093391
"SFMBT1",0.00458329107979319
